horizon,count,p95_up_bps,p99_up_bps,p05_down_bps,p01_down_bps,max_up_bps,max_down_bps
monthly,117,0.2500000000000002,0.4999999999999997,-0.2500000000000002,-0.2500000000000002,0.5000000000000004,-0.2500000000000002
