horizon,count,p95_up,p99_up,p05_down,p01_down,max_up,max_down
native_daily_return,2416,0.01430151683569375,0.02327714135372888,-0.014283638588137693,-0.025911530682277993,0.10190647673854558,-0.07902165999551491
monthly_eom_return,119,0.057517291281130305,0.07809211162716617,-0.057429556578196136,-0.1114951154047431,0.09441464208898598,-0.16758119830542662
