date,Govt 10Y Yield,Corp 5Y Yield,Central Bank Rate
2023-12-31,-13.399999999999945,-17.600000000000016,0.0
2024-01-31,10.300000000000065,5.499999999999972,0.0
2024-02-29,2.099999999999813,-2.4999999999999467,0.0
2024-03-31,8.60000000000003,13.399999999999856,0.0
2024-04-30,57.60000000000005,54.300000000000104,0.2500000000000002
2024-05-31,-33.80000000000001,-24.69999999999999,0.0
2024-06-30,12.400000000000055,2.4999999999999467,0.0
2024-07-31,-16.499999999999915,-20.899999999999963,0.0
2024-08-31,-26.400000000000112,-20.60000000000004,0.0
2024-09-30,-16.39999999999997,-33.89999999999995,-0.2500000000000002
2024-10-31,31.599999999999895,51.6,0.0
2024-11-30,9.500000000000064,11.599999999999966,0.0
2024-12-31,15.000000000000036,22.599999999999998,0.0
2025-01-31,-3.8000000000000256,-18.599999999999994,-0.24999999999999953
