horizon,count,p95_up_bps,p99_up_bps,p05_down_bps,p01_down_bps,max_up_bps,max_down_bps
native,3650,4.355500000000051,9.5323999999999,-4.690000000000048,-9.521200000000084,52.48999999999975,-29.969999999999857
monthly_eom,119,35.57500000000002,93.83119999999978,-40.63100000000007,-46.537,120.2800000000001,-55.34999999999998
